year,section,articles,percent_articles
2010,Movies,1,1.0869565217391304
2011,Business,37,38.94736842105263
2011,World,28,29.47368421052631
2011,Opinion,9,9.473684210526317
2011,U.S.,5,5.263157894736842
2011,New York,3,3.1578947368421053
2011,Automobiles,3,3.1578947368421053
2011,Science,3,3.1578947368421053
2011,Fashion,2,2.1052631578947367
2011,Movies,1,1.0526315789473684
2011,Technology,1,1.0526315789473684
2011,Education,1,1.0526315789473684
2011,T Magazine,1,1.0526315789473684
2011,Giving,1,1.0526315789473684
2012,World,32,31.06796116504854
2012,Business,29,28.155339805825243
2012,Opinion,13,12.62135922330097
2012,U.S.,8,7.766990291262135
2012,Arts,5,4.854368932038835
2012,Science,3,2.912621359223301
2012,New York,3,2.912621359223301
2012,Education,2,1.9417475728155338
2012,Movies,2,1.9417475728155338
2012,Health,2,1.9417475728155338
2012,Technology,2,1.9417475728155338
2012,Times Topics,1,0.9708737864077669
2012,Your Money,1,0.9708737864077669
2013,World,37,37.755102040816325
2013,Business,33,33.6734693877551
2013,Opinion,8,8.16326530612245
2013,Arts,8,8.16326530612245
2013,New York,3,3.061224489795918
2013,Science,2,2.0408163265306123
2013,Your Money,1,1.0204081632653061
2013,Magazine,1,1.0204081632653061
2013,Fashion,1,1.0204081632653061
2013,Great Homes & Destinations,1,1.0204081632653061
2013,U.S.,1,1.0204081632653061
2013,Health,1,1.0204081632653061
2013,Technology,1,1.0204081632653061
2014,World,52,45.614035087719294
2014,Business,29,25.438596491228072
2014,Opinion,9,7.894736842105263
2014,U.S.,8,7.017543859649122
2014,Arts,2,1.7543859649122806
2014,Technology,2,1.7543859649122806
2014,Books,2,1.7543859649122806
2014,New York,2,1.7543859649122806
2014,Fashion,1,0.8771929824561403
2014,Great Homes & Destinations,1,0.8771929824561403
2014,Automobiles,1,0.8771929824561403
2014,Movies,1,0.8771929824561403
2014,Blogs,1,0.8771929824561403
2014,The Upshot,1,0.8771929824561403
2014,T Magazine,1,0.8771929824561403
2014,Gameplay,1,0.8771929824561403
2015,World,39,39.0
2015,Business,28,28.000000000000004
2015,Opinion,8,8.0
2015,U.S.,5,5.0
2015,Fashion,3,3.0
2015,Technology,3,3.0
2015,Blogs,3,3.0
2015,Arts,3,3.0
2015,Science,2,2.0
2015,Magazine,2,2.0
2015,New York,2,2.0
2015,Your Money,1,1.0
2015,Books,1,1.0
2016,World,41,38.67924528301887
2016,Business,21,19.81132075471698
2016,U.S.,15,14.150943396226415
2016,Opinion,9,8.49056603773585
2016,Blogs,4,3.7735849056603774
2016,Books,3,2.8301886792452833
2016,Technology,3,2.8301886792452833
2016,New York,2,1.8867924528301887
2016,Arts,2,1.8867924528301887
2016,Education,2,1.8867924528301887
2016,Movies,2,1.8867924528301887
2016,Magazine,1,0.9433962264150944
2016,Times Insider,1,0.9433962264150944
2017,World,40,40.4040404040404
2017,Business,16,16.161616161616163
2017,Opinion,15,15.151515151515152
2017,U.S.,11,11.11111111111111
2017,Technology,5,5.05050505050505
2017,Magazine,3,3.0303030303030303
2017,New York,3,3.0303030303030303
2017,Arts,2,2.0202020202020203
2017,Health,1,1.0101010101010102
2017,Climate,1,1.0101010101010102
2017,The Learning Network,1,1.0101010101010102
2017,Science,1,1.0101010101010102
2018,World,32,35.16483516483517
2018,Business,26,28.57142857142857
2018,U.S.,13,14.285714285714285
2018,Technology,5,5.4945054945054945
2018,Opinion,4,4.395604395604396
2018,Science,3,3.296703296703297
2018,Magazine,2,2.197802197802198
2018,Times Insider,1,1.098901098901099
2018,Arts,1,1.098901098901099
2018,The Upshot,1,1.098901098901099
2018,Health,1,1.098901098901099
2018,T Magazine,1,1.098901098901099
2018,The Learning Network,1,1.098901098901099
2019,World,37,38.144329896907216
2019,Business,22,22.68041237113402
2019,U.S.,13,13.402061855670103
2019,Technology,5,5.154639175257731
2019,Science,4,4.123711340206185
2019,Arts,3,3.0927835051546393
2019,Fashion,2,2.0618556701030926
2019,Opinion,2,2.0618556701030926
2019,The Upshot,2,2.0618556701030926
2019,Books,1,1.0309278350515463
2019,Podcasts,1,1.0309278350515463
2019,Climate,1,1.0309278350515463
2019,The Learning Network,1,1.0309278350515463
2019,Reader Center,1,1.0309278350515463
2019,Movies,1,1.0309278350515463
2019,Health,1,1.0309278350515463
2020,Business,25,27.77777777777778
2020,World,24,26.666666666666668
2020,U.S.,12,13.333333333333334
2020,Opinion,6,6.666666666666667
2020,Technology,5,5.555555555555555
2020,Health,4,4.444444444444445
2020,The Learning Network,3,3.3333333333333335
2020,New York,3,3.3333333333333335
2020,Science,2,2.2222222222222223
2020,Arts,2,2.2222222222222223
2020,Fashion,2,2.2222222222222223
2020,T Magazine,1,1.1111111111111112
2020,Magazine,1,1.1111111111111112
2021,World,36,41.37931034482759
2021,Business,18,20.689655172413794
2021,U.S.,12,13.793103448275861
2021,Opinion,7,8.045977011494253
2021,Technology,5,5.747126436781609
2021,Climate,2,2.2988505747126435
2021,Health,1,1.1494252873563218
2021,Well,1,1.1494252873563218
2021,Times Insider,1,1.1494252873563218
2021,Arts,1,1.1494252873563218
2021,The Learning Network,1,1.1494252873563218
2021,Fashion,1,1.1494252873563218
2021,Podcasts,1,1.1494252873563218
2022,World,17,36.95652173913043
2022,Business,12,26.08695652173913
2022,Opinion,4,8.695652173913043
2022,U.S.,3,6.521739130434782
2022,Arts,2,4.3478260869565215
2022,New York,2,4.3478260869565215
2022,Technology,2,4.3478260869565215
2022,Health,2,4.3478260869565215
2022,Climate,1,2.1739130434782608
2022,Science,1,2.1739130434782608
2023,Business,27,30.337078651685395
2023,World,25,28.08988764044944
2023,U.S.,13,14.606741573033707
2023,Technology,5,5.617977528089887
2023,Opinion,5,5.617977528089887
2023,Arts,4,4.49438202247191
2023,Magazine,3,3.3707865168539324
2023,The Upshot,2,2.247191011235955
2023,New York,1,1.1235955056179776
2023,Podcasts,1,1.1235955056179776
2023,Science,1,1.1235955056179776
2023,T Magazine,1,1.1235955056179776
2023,Climate,1,1.1235955056179776
2024,World,29,29.896907216494846
2024,Business,23,23.711340206185564
2024,U.S.,16,16.49484536082474
2024,Opinion,8,8.24742268041237
2024,New York,4,4.123711340206185
2024,Science,3,3.0927835051546393
2024,Fashion,3,3.0927835051546393
2024,Technology,3,3.0927835051546393
2024,Climate,2,2.0618556701030926
2024,Arts,2,2.0618556701030926
2024,T Magazine,2,2.0618556701030926
2024,Books,1,1.0309278350515463
2024,Magazine,1,1.0309278350515463
2025,Business,29,29.292929292929294
2025,World,25,25.252525252525253
2025,U.S.,22,22.22222222222222
2025,Opinion,11,11.11111111111111
2025,Climate,6,6.0606060606060606
2025,Science,2,2.0202020202020203
2025,Arts,2,2.0202020202020203
2025,Technology,1,1.0101010101010102
2025,The Learning Network,1,1.0101010101010102
